id_ID,id_ell_light_uk,id_ell_moist_uk,id_ell_pH_uk,id_ell_N,id_li_form_B,id_ros,id_reprod_B,id_strategy,id_self_st,id_Breeding_sys,id_flw_muell,id_poll_vect_B,id_MycoFlor
Gratiola officinalis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,csr,not defined,not defined,H,in,OM
Guizotia abyssinica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,SI,X,B`,in,OM
Gymnadenia conopsea,7.0,6.0,7.0,3.0,G,h,s,csr,SC,AFXF,Fn,in,OM
Gymnadenia odoratissima,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,s,csr,SC,AFXF,F,in,OM
Gymnocarpium dryopteris,2.0,5.0,4.0,4.0,G,r,sv,cs,not defined,X,not defined,not defined,FM
Gypsophila fastigiata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,s,s,SC,XF,B,in,NM
Gypsophila repens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,csr,SC,AFXF,B,se,FM
Halimione portulacoides,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,C,r,sv,cs,SC,AFXF,Wb,wi,FM
Hammarbya paludosa,9.0,9.0,2.0,1.0,G,g,vvs,cs,SC,AFXF,AB,in,OM
Hedera helix,-4.0,5.0,6.0,6.0,N,r,sv,cs,SC,AFXF,A,in,OM
Helianthemum alpestre,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,s,csr,not defined,not defined,Po,wi,OM
Helianthemum apenninum,8.0,1.0,8.0,1.0,S,r,s,cs,not defined,not defined,Po,wi,OM
Helianthemum canum,8.0,2.0,9.0,1.0,S,r,ssv,cs,I+,X,Po,wi,OM
Helianthemum nummularium,7.0,4.0,7.0,2.0,S,r,ssv,cs,not defined,not defined,Po,wi,OM
Helianthus annuus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,SC,X,B`,in,OM
Helianthus tuberosus,8.0,6.0,7.0,8.0,G,r,vvs,c,SI,X,B`,in,OM
Helichrysum arenarium,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B`,ge,OM
Helictotrichon pratense,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,ssv,cs,not defined,not defined,W,wi,OM
Helictotrichon pubescens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,c,C+,AFXF,W,wi,OM
Helictotrichon versicolor,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,not defined,not defined,W,wi,OM
Helleborus foetidus,5.0,4.0,8.0,3.0,C,h,s,cs,C+,XF,BHb,se,OM
Helleborus niger,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,cs,not defined,not defined,B,se,OM
Hemerocallis lilioasphodelus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,v,c,SI,X,Ft,in,OM
Hepatica nobilis,4.0,4.0,7.0,5.0,H,g,sv,csr,not defined,not defined,Po,se,OM
Heracleum mantegazzianum,7.0,6.0,6.0,8.0,H,h,s,c,SC,XF,A,ge,OM
Heracleum sphondylium,7.0,5.0,6.0,7.0,H,h,ssv,c,SC,XF,A,ge,FM
Herminium monorchis,7.0,5.0,8.0,2.0,G,h,sv,csr,SC,AFXF,Kl,se,OM
Hesperis matronalis,6.0,6.0,7.0,7.0,H,h,s,cs,SI,X,B,se,FM
Hieracium alpinum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B`,se,OM
Hieracium aurantiacum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B`,se,OM
Hieracium bifidum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B`,se,OM
Hieracium caespitosum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B`,se,OM
Hieracium echioides,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,csr,not defined,not defined,B`,se,OM
Hieracium hoppeanum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,not defined,not defined,not defined,B`,se,OM
Hieracium lachenalii,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,not defined,not defined,B`,se,OM
Hieracium lactucella,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,csr,not defined,not defined,B`,se,OM
Hieracium laevigatum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,cs,not defined,not defined,B`,se,FM
Hieracium murorum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B`,se,FM
Hieracium pilosella,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,sv,csr,SI,X,B`,se,OM
Hieracium umbellatum,6.0,4.0,4.0,2.0,H,r,sv,cs,not defined,not defined,B`,se,OM
Hieracium villosum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,not defined,not defined,not defined,B`,se,OM
Hieracium vulgatum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,not defined,not defined,not defined,B`,se,FM
Hierochloe australis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,c,not defined,not defined,W,wi,OM
Hierochloe odorata,6.0,6.0,4.0,2.0,G,h,sv,cs,not defined,not defined,W,wi,OM
Himantoglossum hircinum,7.0,3.0,9.0,2.0,G,h,s,csr,SC,X,BHb,in,OM
Hippocrepis comosa,7.0,3.0,7.0,2.0,H,h,s,csr,SI,X,H,in,OM
Hippocrepis emerus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,ssv,cs,SI,X,Hh,in,OM
Hippophae rhamnoides,8.0,5.0,7.0,5.0,N,r,sv,c,SC,X,W,wi,FM
Hirschfeldia incana,8.0,3.0,7.0,5.0,T,h,s,cr,SI,X,AB,in,FM
Holcus lanatus,7.0,6.0,6.0,5.0,H,h,sv,c,I+,X,W,wi,FM
Holcus mollis,5.0,5.0,2.0,3.0,G,h,vvs,csr,I+,X,W,wi,OM
Holosteum umbellatum,8.0,3.0,7.0,2.0,H,h,s,sr,SC,AF,AB,se,NM
Homogyne alpina,5.0,6.0,3.0,2.0,H,h,sv,csr,not defined,not defined,B`F,ge,OM
Honckenya peploides,9.0,5.0,7.0,6.0,H,r,sv,s,SC,AF,AB,wi,NM
Hordelymus europaeus,3.0,4.0,7.0,6.0,H,h,sv,cs,not defined,not defined,W,wi,OM
Hordeum jubatum,9.0,5.0,7.0,6.0,H,h,ssv,sr,SC,AO,W,se,OM
Hordeum murinum,8.0,4.0,7.0,5.0,H,h,s,r,SC,AO,W,se,OM
Hordeum vulgare,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,cr,SC,AF,W,wi,FM
Hottonia palustris,6.0,11.0,5.0,4.0,A,h,sv,not defined,I+,X,B,in,FM
Humulus lupulus,6.0,7.0,6.0,8.0,H,r,sv,c,not defined,X,W,wi,FM
Huperzia selago,4.0,6.0,2.0,2.0,C,r,sv,csr,not defined,not defined,not defined,not defined,FM
Hyacinthoides non-scripta,5.0,5.0,5.0,6.0,G,g,vvs,csr,I+,X,H,in,OM
Hydrilla verticillata,6.0,12.0,9.0,3.0,A,r,vvs,not defined,SC,AFXF,Hy,wa,NM
Hydrocotyle vulgaris,6.0,8.0,3.0,2.0,H,r,sv,s,SC,AO,A,se,FM
Hymenophyllum tunbrigense,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,vvs,not defined,not defined,not defined,not defined,not defined,OM
Hypericum elegans,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,cs,SC,AFXF,Po,se,OM
Hypericum hirsutum,6.0,5.0,6.0,5.0,H,r,s,c,SC,AFXF,Po,se,NM
Hypericum humifusum,7.0,6.0,3.0,3.0,H,r,s,csr,SC,AF,Po,se,NM
Hypericum maculatum,6.0,6.0,3.0,2.0,H,r,sv,csr,SC,AFXF,Po,se,OM
Hypericum montanum,5.0,4.0,7.0,2.0,H,r,sv,csr,SC,AFXF,Po,se,NM
Hypericum perforatum,7.0,4.0,6.0,4.0,H,r,sv,c,SC,AFXF,Po,se,OM
Hypericum pulchrum,4.0,5.0,3.0,2.0,H,r,s,c,SC,AFXF,Po,se,OM
Hypericum tetrapterum,7.0,8.0,6.0,4.0,H,r,sv,csr,SC,AFXF,Po,se,FM
Hypochaeris glabra,8.0,3.0,3.0,1.0,H,g,s,sr,SI,X,B`,in,OM
Hypochaeris maculata,7.0,4.0,6.0,2.0,H,h,ssv,csr,I+,X,B`,in,OM
Hypochaeris radicata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,g,ssv,csr,SI,X,B`,in,FM
Hyssopus officinalis,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,s,cs,SC,XF,H,in,OM
Iberis amara,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,r,SI,X,AB,in,FM
Ilex aquifolium,-4.0,5.0,4.0,5.0,M,r,sv,c,SC,X,A,in,OM
Impatiens capensis,7.0,9.0,7.0,6.0,T,r,s,r,SC,XF,H,in,OM
Impatiens glandulifera,5.0,8.0,7.0,7.0,T,r,s,cr,SC,XF,Hh,in,FM
Impatiens noli-tangere,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,sr,SC,XF,Hh,kl,FM
Impatiens parviflora,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,sr,SC,AF,H,se,FM
Inula britannica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B`,in,OM
Inula helenium,7.0,5.0,7.0,5.0,H,h,sv,c,not defined,not defined,B`,in,OM
Inula hirta,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,cs,not defined,not defined,B`,in,OM
Inula salicina,7.0,5.0,8.0,3.0,H,r,sv,cs,not defined,not defined,B`,ge,OM
Iris germanica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,vvs,c,SC,X,Hh,in,OM
Iris pseudacorus,6.0,9.0,6.0,6.0,G,h,sv,cs,SC,X,HhDs,in,FM
Iris pumila,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,sv,csr,SC,X,Hh,in,OM
Iris sibirica,8.0,8.0,6.0,2.0,G,h,sv,cs,SC,X,Hh,in,OM
Iris versicolor,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,sv,cs,SC,X,Hh,se,OM
Isatis tinctoria,8.0,3.0,8.0,3.0,H,h,ssv,cs,SI,X,AB,in,FM
Isoetes echinospora,7.0,12.0,5.0,1.0,A,g,sv,not defined,not defined,X,not defined,not defined,FM
Isoetes lacustris,6.0,12.0,4.0,1.0,A,g,sv,not defined,not defined,X,not defined,not defined,FM
Jasione montana,7.0,2.0,3.0,2.0,H,h,s,csr,SI,X,B`,in,FM
Juglans regia,6.0,5.0,7.0,7.0,M,r,s,c,SC,AFXF,W,wi,FM
Juncus acutiflorus,8.0,8.0,4.0,2.0,G,h,sv,cs,SC,AFXF,W,wi,FM
Juncus alpinus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,SC,AFXF,W,wi,FM
Juncus articulatus,8.0,9.0,5.0,2.0,H,r,sv,csr,SC,XF,W,wi,FM
Juncus balticus,8.0,8.0,5.0,2.0,G,r,sv,cs,SC,AFXF,W,wi,FM
Juncus bufonius,7.0,7.0,3.0,4.0,T,h,s,r,SC,AO,W,wi,FM
Juncus bulbosus,6.0,10.0,4.0,2.0,A,h,sv,csr,SC,AFXF,W,wi,NM
Juncus conglomeratus,7.0,7.0,4.0,3.0,H,r,sv,c,SC,AFXF,W,wi,NM
Juncus dudleyi,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,sv,c,SC,AFXF,W,wi,FM
Juncus effusus,7.0,7.0,3.0,4.0,H,r,sv,c,SC,AFXF,W,wi,FM
Juncus ensifolius,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,SC,AFXF,W,wi,NM
Juncus filiformis,7.0,8.0,3.0,3.0,G,r,vvs,csr,SC,AFXF,W,wi,FM
Juncus gerardii,8.0,8.0,7.0,5.0,G,h,sv,s,SC,AFXF,W,wi,FM
Juncus inflexus,7.0,7.0,7.0,4.0,H,r,ssv,c,SC,AF,W,wi,FM
Juncus maritimus,8.0,8.0,8.0,5.0,G,h,sv,cs,SC,XF,W,wi,NM
Juncus squarrosus,7.0,7.0,1.0,1.0,H,h,sv,csr,SC,AFXF,W,wi,FM
Juncus stygius,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,AFXF,W,wi,NM
Juncus tenuis,6.0,6.0,5.0,4.0,H,h,ssv,csr,SC,AF,W,wi,FM
Juncus trifidus,8.0,4.0,2.0,2.0,H,r,sv,csr,SC,XF,W,wi,FM
Juncus triglumis,8.0,9.0,6.0,2.0,H,r,sv,csr,SC,AFXF,W,wi,FM
Juniperus communis,7.0,4.0,5.0,3.0,M,r,s,c,not defined,X,W,wi,OM
Juniperus sabina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,not defined,X,W,wi,OM
Kalmia angustifolia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,vvs,c,SC,XF,Po,in,OM
Kickxia spuria,7.0,4.0,7.0,3.0,T,r,s,r,SC,AF,H,se,OM
Knautia arvensis,7.0,3.0,6.0,4.0,H,h,s,c,SC,XF,B`,se,OM
Knautia kitaibelii,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,c,SC,XF,B`,in,OM
Kobresia simpliciuscula,8.0,8.0,8.0,1.0,H,h,sv,csr,SC,AFXF,W,wi,NM
Koeleria glauca,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,not defined,not defined,W,wi,FM
Koeleria macrantha,7.0,3.0,7.0,2.0,H,h,s,cs,SI,X,W,wi,OM
Koeleria pyramidata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,not defined,not defined,W,wi,FM
Koeleria vallesiana,8.0,1.0,8.0,1.0,H,h,sv,cs,SI,X,W,wi,OM
Laburnum anagyroides,6.0,5.0,7.0,7.0,M,r,s,c,SI,X,H,in,OM
Lactuca serriola,8.0,4.0,6.0,4.0,H,h,s,cr,SC,AF,B`,se,OM
Lagarosiphon major,6.0,12.0,7.0,6.0,A,r,v,not defined,not defined,X,Hy,wa,OM
Lamium album,6.0,5.0,6.0,8.0,H,r,sv,csr,SC,AFXF,H,se,FM
Lamium amplexicaule,6.0,4.0,7.0,6.0,H,r,s,r,SC,AO,H,se,OM
Lamium purpureum,6.0,5.0,7.0,7.0,H,r,s,r,SC,AFXF,H,se,FM
Lappula squarrosa,8.0,3.0,7.0,6.0,H,h,s,csr,SC,AO,B,se,OM
Lapsana communis,5.0,4.0,6.0,7.0,H,h,s,cr,SC,AF,B`,se,OM
Larix decidua,-8.0,4.0,5.0,3.0,M,r,s,c,I+,X,W,wi,OM
Larix kaempferi,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,s,c,not defined,XF,W,wi,OM
Laser trilobum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,c,SC,XF,A,ge,OM
Laserpitium siler,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,c,SC,XF,A,in,OM
Lathraea squamaria,3.0,6.0,7.0,6.0,G,r,sv,not defined,not defined,not defined,Hh,wi,NM
Lathyrus aphaca,7.0,3.0,8.0,3.0,T,r,s,r,SC,AF,H,se,OM
Lathyrus japonicus,9.0,5.0,7.0,6.0,H,r,ssv,cs,SC,AFXF,H,in,OM
Lathyrus linifolius,6.0,5.0,3.0,2.0,G,r,sv,csr,SC,XF,H,in,OM
Lathyrus niger,5.0,3.0,7.0,3.0,G,r,sv,csr,SC,XF,H,in,FM
Lathyrus odoratus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,SC,AFXF,H,se,OM
Lathyrus pratensis,7.0,6.0,6.0,5.0,H,r,ssv,c,C+,XF,H,in,FM
Lathyrus sativus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,SC,AF,H,se,OM
Lathyrus sylvestris,7.0,4.0,7.0,2.0,H,r,ssv,c,SC,XF,H,kl,OM
Lathyrus tuberosus,7.0,4.0,8.0,4.0,H,r,sv,c,SC,XF,H,in,OM
Lathyrus vernus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,SC,AFXF,H,in,OM
Lavandula angustifolia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,s,cs,SC,AFXF,H,se,OM
Ledum groenlandicum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,sv,cs,SC,AFXF,AB,wi,OM
Ledum palustre,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,cs,SC,AFXF,AB,se,OM
Leersia oryzoides,7.0,10.0,7.0,7.0,A,h,sv,c,SC,AO,W,kl,FM
Lemna gibba,7.0,11.0,7.0,8.0,A,r,vvs,not defined,SC,AFXF,W,wi,NM
Lemna minor,7.0,11.0,6.0,6.0,A,r,vvs,not defined,SC,AFXF,W,wi,NM
Lemna trisulca,7.0,12.0,7.0,5.0,A,r,vvs,not defined,SC,AFXF,W,wi,NM
Leontodon autumnalis,8.0,6.0,6.0,4.0,H,g,sv,csr,I+,X,B`,in,OM
Leontodon hispidus,7.0,4.0,6.0,3.0,H,g,sv,csr,I+,X,B`,in,OM
Leontopodium alpinum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,not defined,not defined,B`,in,OM
Lepidium campestre,7.0,4.0,7.0,5.0,H,h,s,sr,SC,AO,AB,se,NM
Lepidium densiflorum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,s,r,SC,AF,AB,se,NM
Lepidium latifolium,8.0,5.0,7.0,5.0,H,r,sv,c,SC,AF,AB,se,NM
Lepidium perfoliatum,8.0,5.0,6.0,5.0,H,h,s,r,SC,AO,AB,se,NM
Lepidium ruderale,9.0,4.0,7.0,6.0,H,h,s,r,SC,AO,AB,se,NM
Lepidium sativum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,r,SC,AFXF,AB,se,NM
Lepidium virginicum,8.0,4.0,6.0,5.0,H,h,s,r,SC,AF,AB,se,FM
Leucanthemopsis alpina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,not defined,not defined,not defined,B`,ge,FM
Leucanthemum vulgare,7.0,4.0,6.0,3.0,H,h,sv,c,SC,AFXF,B`,se,OM
Leucojum aestivum,6.0,8.0,7.0,7.0,G,g,sv,csr,not defined,not defined,B,in,OM
Leucojum vernum,6.0,6.0,7.0,6.0,G,g,sv,csr,not defined,not defined,B,in,FM
Levisticum officinale,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,c,SC,AFXF,A,in,OM
Leymus arenarius,8.0,4.0,7.0,4.0,G,h,vvs,c,not defined,not defined,W,wi,OM
Ligustrum vulgare,6.0,4.0,7.0,3.0,N,r,s,c,not defined,not defined,B,se,OM
Lilium bulbiferum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,h,sv,csr,SI,X,Ft,in,OM
Lilium martagon,3.0,4.0,7.0,5.0,G,r,s,csr,SC,X,Fn,se,OM
Limodorum abortivum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,SC,AF,B,se,OM
Limonium vulgare,9.0,8.0,8.0,6.0,H,g,vvs,s,SI,X,B,in,FM
Linaria alpina,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,SC,XF,Hh,in,OM
Linaria dalmatica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,SI,X,H,in,OM
Linaria repens,8.0,5.0,7.0,5.0,G,r,sv,cs,C+,XF,H,in,FM
Linaria vulgaris,7.0,4.0,7.0,5.0,G,r,sv,csr,SC,X,H,in,FM
Lindernia dubia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,sr,SC,AO,B,se,OM
Linnaea borealis,4.0,5.0,2.0,2.0,C,r,vvs,csr,SC,X,B,se,OM
Linum austriacum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,cs,SI,X,B,in,OM
Linum catharticum,7.0,5.0,7.0,2.0,H,h,s,sr,SC,AF,B,se,FM
Linum flavum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,r,s,cs,SI,X,B,in,OM
Linum perenne,7.0,3.0,8.0,2.0,H,r,sv,cs,SI,X,B,in,OM
Linum usitatissimum,8.0,5.0,6.0,6.0,H,r,s,r,SC,AFXF,B,se,FM
Liparis loeselii,8.0,8.0,7.0,2.0,G,g,sv,csr,SC,AO,B,se,OM
Listera cordata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,SC,AFXF,Hi,se,OM
Listera ovata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,SC,AFXF,Hi,se,OM
Lithospermum officinale,6.0,4.0,8.0,5.0,H,r,s,c,not defined,not defined,H,se,FM
Littorella uniflora,7.0,10.0,5.0,2.0,A,g,sv,csr,SC,XF,Wb,wi,OM
Lloydia serotina,7.0,5.0,5.0,1.0,G,h,vvs,s,SC,AF,ADe,se,OM
Lobelia dortmanna,8.0,12.0,5.0,1.0,A,h,s,not defined,SC,AF,B,se,OM
Loiseleuria procumbens,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,S,r,s,cs,SC,AFXF,A,se,OM
Lolium multiflorum,7.0,4.0,7.0,7.0,H,h,s,c,SI,X,W,wi,OM
Lolium perenne,8.0,5.0,6.0,6.0,H,h,s,c,I+,X,W,wi,OM
Lolium temulentum,7.0,4.0,7.0,6.0,T,h,s,cr,SC,AO,W,se,FM
Lonicera alpigena,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,SC,AFXF,B,se,OM
Lonicera caerulea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,SC,AFXF,BH,se,OM
Lonicera periclymenum,5.0,5.0,3.0,4.0,N,r,s,c,SC,AFXF,Fn,se,OM
Lonicera tatarica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,N,r,s,c,SC,AFXF,B,se,OM
Lonicera xylosteum,4.0,5.0,7.0,6.0,N,r,s,c,SC,AFXF,Hh,se,FM
Lotus corniculatus,7.0,4.0,6.0,2.0,H,r,ssv,csr,SC,X,Hb,in,FM
Lotus pedunculatus,7.0,8.0,4.0,4.0,H,r,sv,csr,SI,X,Hb,in,OM
Lotus tenuis,7.0,7.0,7.0,4.0,H,r,s,cs,SI,X,Hb,in,OM
Ludwigia palustris,8.0,9.0,4.0,4.0,H,r,sv,csr,SC,AO,A,se,OM
Lupinus albus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,not defined,SC,AF,H,se,NM
Lupinus angustifolius,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,cr,SC,AO,H,se,FM
Lupinus luteus,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,h,s,cr,SC,X,H,se,FM
Lupinus polyphyllus,7.0,5.0,4.0,5.0,H,h,s,c,SC,XF,H,se,FM
Luzula campestris,7.0,4.0,3.0,2.0,H,h,sv,csr,SC,XF,W,wi,FM
Luzula luzuloides,4.0,5.0,3.0,4.0,H,h,sv,cs,SC,AFXF,W,wi,NM
Luzula multiflora,7.0,4.0,3.0,3.0,H,h,sv,cs,SC,XF,W,wi,NM
Luzula nivea,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,cs,SC,AFXF,W,wi,NM
Luzula pilosa,2.0,5.0,4.0,3.0,H,h,sv,csr,SC,XF,W,wi,FM
Luzula spicata,8.0,4.0,3.0,1.0,H,h,sv,csr,SC,XF,W,wi,FM
Luzula sudetica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,AF,W,wi,NM
Luzula sylvatica,4.0,5.0,3.0,4.0,H,h,sv,c,SC,XF,W,wi,FM
Lychnis flos-cuculi,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,H,h,sv,csr,SC,XF,HFt,se,FM
Lychnis viscaria,7.0,3.0,4.0,2.0,H,h,s,csr,SC,XF,Ft,se,NM
Lycium barbarum,8.0,5.0,7.0,4.0,N,r,sv,c,not defined,not defined,B,se,OM
Lycopersicon esculentum,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,T,r,s,cr,SC,AO,Po,se,OM
Lycopodiella inundata,8.0,9.0,2.0,1.0,C,r,sv,cs,not defined,not defined,not defined,not defined,FM
Lycopodium annotinum,3.0,6.0,2.0,3.0,C,r,sv,cs,not defined,X,not defined,not defined,FM
Lycopodium clavatum,7.0,4.0,1.0,2.0,C,r,sv,cs,not defined,X,not defined,not defined,FM
Lycopus europaeus,6.0,8.0,7.0,6.0,H,r,sv,cs,SC,XF,BD,in,FM
Lysimachia nemorum,2.0,7.0,4.0,5.0,C,r,sv,cs,SI,X,Po,se,FM
Lysimachia nummularia,4.0,6.0,5.0,5.0,H,r,vvs,csr,I+,X,Po,in,FM
Lysimachia thyrsiflora,6.0,10.0,4.0,3.0,G,r,sv,cs,SI,X,Po,ge,FM
Lysimachia vulgaris,6.0,8.0,5.0,5.0,G,r,sv,cs,SI,X,Po,se,FM
Lythrum hyssopifolia,8.0,7.0,3.0,4.0,T,r,ssv,sr,SC,AF,B,se,NM
Lythrum salicaria,7.0,8.0,6.0,5.0,H,r,ssv,cs,SI,X,B,se,FM
Macleaya cordata,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,c,not defined,not defined,Po,wi,OM
Mahonia aquifolium,5.0,4.0,6.0,5.0,N,r,sv,c,SC,X,AB,se,OM
Maianthemum bifolium,3.0,5.0,3.0,3.0,G,r,sv,s,SI,X,PoA,se,FM
Malaxis monophyllos,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,G,r,sv,csr,SC,AFXF,AB,in,OM
Malus domestica,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,M,r,ssv,c,I+,X,AB,in,OM
Malus sylvestris,-7.0,5.0,7.0,5.0,M,r,ssv,c,I+,X,AB,in,OM
Malva neglecta,7.0,4.0,7.0,7.0,H,h,s,cr,SC,AFXF,B,se,OM
Malva sylvestris,8.0,4.0,7.0,7.0,H,h,s,c,SC,XF,B,in,OM
Marrubium vulgare,9.0,4.0,7.0,8.0,C,r,s,csr,SC,AFXF,H,se,OM
Marsilea quadrifolia,6.232720909886265,5.555555555555555,5.862642169728784,4.336832895888014,A,r,sv,not defined,I+,X,not defined,not defined,FM
Matricaria discoidea,7.0,5.0,6.0,7.0,T,h,s,r,SC,AF,B`,se,OM
Matricaria recutita,7.0,5.0,7.0,7.0,H,h,s,r,not defined,not defined,B`,in,FM
Matteuccia struthiopteris,4.0,7.0,7.0,7.0,C,g,sv,cs,not defined,not defined,not defined,not defined,FM
